aX,aY,aZ,gX,gY,gZ
0.497,0.402,-0.768,4.333,-9.827,-2.625
0.5,0.409,-0.758,3.418,-10.498,-3.235
0.531,0.376,-0.713,12.268,-6.897,-4.089
0.542,0.389,-0.786,-0.671,-10.742,-2.319
0.501,0.422,-0.742,1.648,-13.367,-1.099
0.516,0.411,-0.723,2.747,-10.376,-3.662
0.528,0.413,-0.742,0.122,-9.033,-4.333
0.529,0.412,-0.746,1.282,-7.996,-4.15
0.529,0.405,-0.731,3.418,-7.324,-4.272
0.529,0.401,-0.731,2.441,-6.775,-3.601
0.525,0.406,-0.737,2.075,-4.883,-3.235
0.536,0.399,-0.745,3.052,-2.808,-3.54
0.53,0.382,-0.729,2.991,-1.892,-3.601
0.531,0.38,-0.736,0.916,-1.221,-3.357
0.53,0.385,-0.758,-0.427,-1.038,-2.319
0.525,0.394,-0.765,0.366,-1.648,-2.38
0.528,0.392,-0.764,1.587,-2.747,-2.563
0.525,0.387,-0.752,3.174,-4.333,-2.869
